,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
428,2,5500,450,1,Carpet Area,Kolkata,Unfurnished,1
429,2,5500,450,1,Carpet Area,Kolkata,Unfurnished,1
430,2,8500,1100,0,Carpet Area,Kolkata,Unfurnished,2
431,1,5000,450,2,Super Area,Kolkata,Unfurnished,1
432,2,23000,1100,0,Carpet Area,Kolkata,Unfurnished,2
433,2,5500,650,2,Carpet Area,Kolkata,Unfurnished,1
434,2,8500,780,0,Carpet Area,Kolkata,Unfurnished,1
435,3,22000,1100,0,Super Area,Kolkata,Semi-Furnished,2
436,1,5500,800,2,Super Area,Kolkata,Unfurnished,1
437,1,7000,500,0,Super Area,Kolkata,Semi-Furnished,2
438,1,5000,400,3,Carpet Area,Kolkata,Unfurnished,1
439,1,5000,450,1,Carpet Area,Kolkata,Unfurnished,1
440,2,6500,550,0,Super Area,Kolkata,Unfurnished,1
441,2,8000,600,1,Carpet Area,Kolkata,Unfurnished,1
442,1,5500,200,1,Super Area,Kolkata,Unfurnished,1
443,2,6000,500,1,Carpet Area,Kolkata,Semi-Furnished,1
444,1,5500,450,0,Carpet Area,Kolkata,Unfurnished,1
445,2,10000,1050,0,Super Area,Kolkata,Unfurnished,2
446,3,10000,1000,2,Carpet Area,Kolkata,Unfurnished,2
447,2,10000,1200,0,Super Area,Kolkata,Semi-Furnished,2
448,3,12000,1100,1,Super Area,Kolkata,Semi-Furnished,2
449,1,5200,220,0,Super Area,Kolkata,Unfurnished,1
450,1,4000,350,1,Super Area,Kolkata,Unfurnished,1
451,3,30000,1100,0,Carpet Area,Kolkata,Unfurnished,1
452,2,5146,800,0,Super Area,Kolkata,Unfurnished,1
453,2,12000,950,0,Super Area,Kolkata,Unfurnished,1
454,3,7000,1200,0,Super Area,Kolkata,Unfurnished,1
455,2,8500,700,0,Super Area,Kolkata,Semi-Furnished,1
456,1,7000,500,1,Super Area,Kolkata,Unfurnished,1
457,2,9500,570,0,Super Area,Kolkata,Unfurnished,1
458,2,8000,650,2,Super Area,Kolkata,Unfurnished,1
459,3,15000,1200,1,Super Area,Kolkata,Unfurnished,3
460,5,22500,960,0,Super Area,Kolkata,Unfurnished,2
461,2,12500,1250,1,Super Area,Kolkata,Semi-Furnished,2
462,3,34000,120,2,Super Area,Kolkata,Furnished,2
463,3,14000,950,1,Carpet Area,Kolkata,Semi-Furnished,2
464,1,9500,600,1,Carpet Area,Kolkata,Unfurnished,1
465,2,7000,750,2,Super Area,Kolkata,Unfurnished,1
466,3,20000,1200,3,Super Area,Kolkata,Unfurnished,2
467,1,6500,400,0,Carpet Area,Kolkata,Semi-Furnished,1
468,1,7500,600,0,Carpet Area,Kolkata,Furnished,1
469,2,6500,700,0,Super Area,Kolkata,Unfurnished,1
470,2,9500,850,0,Super Area,Kolkata,Semi-Furnished,1
471,1,1800,500,0,Super Area,Kolkata,Semi-Furnished,1
472,2,7500,650,0,Carpet Area,Kolkata,Unfurnished,1
473,2,10000,800,0,Super Area,Kolkata,Semi-Furnished,2
474,3,15000,830,3,Super Area,Kolkata,Unfurnished,2
475,2,7000,600,0,Super Area,Kolkata,Unfurnished,1
476,2,6000,800,1,Super Area,Kolkata,Unfurnished,1
477,2,14000,1200,0,Super Area,Kolkata,Semi-Furnished,2
478,2,22000,1000,0,Super Area,Kolkata,Furnished,2
479,2,18000,750,0,Carpet Area,Kolkata,Unfurnished,2
480,2,10000,800,0,Carpet Area,Kolkata,Unfurnished,2
481,2,6000,1200,0,Super Area,Kolkata,Unfurnished,2
482,2,10000,750,4,Carpet Area,Kolkata,Unfurnished,1
483,3,10000,1500,11,Super Area,Kolkata,Semi-Furnished,2
484,1,5000,300,1,Super Area,Kolkata,Unfurnished,1
485,3,10000,800,0,Carpet Area,Kolkata,Unfurnished,1
486,2,7000,450,0,Super Area,Kolkata,Unfurnished,2
487,4,10000,1200,5,Super Area,Kolkata,Furnished,2
488,2,6000,500,11,Super Area,Kolkata,Semi-Furnished,2
489,2,18000,900,0,Carpet Area,Kolkata,Semi-Furnished,2
490,2,8000,460,0,Carpet Area,Kolkata,Unfurnished,1
491,2,8000,530,2,Super Area,Kolkata,Semi-Furnished,1
492,2,13000,650,0,Carpet Area,Kolkata,Semi-Furnished,2
493,2,20000,700,0,Carpet Area,Kolkata,Semi-Furnished,2
494,2,6000,400,2,Super Area,Kolkata,Unfurnished,1
495,2,12000,1000,0,Super Area,Kolkata,Unfurnished,2
496,1,10000,400,0,Carpet Area,Kolkata,Semi-Furnished,1
497,2,14000,700,0,Carpet Area,Kolkata,Unfurnished,2
498,2,10000,850,1,Carpet Area,Kolkata,Semi-Furnished,2
499,2,10500,558,3,Carpet Area,Kolkata,Unfurnished,2
500,2,6000,800,3,Super Area,Kolkata,Unfurnished,1
501,2,12000,900,1,Carpet Area,Kolkata,Unfurnished,2
502,3,14000,1600,1,Super Area,Kolkata,Furnished,2
503,1,3700,150,1,Carpet Area,Kolkata,Unfurnished,1
504,3,40000,1600,0,Carpet Area,Kolkata,Unfurnished,2
505,3,25000,1000,2,Super Area,Kolkata,Unfurnished,1
506,1,2200,700,1,Super Area,Kolkata,Unfurnished,1
507,1,3300,175,0,Super Area,Kolkata,Unfurnished,1
508,1,5000,450,0,Super Area,Kolkata,Semi-Furnished,1
509,3,60000,1700,1,Carpet Area,Kolkata,Semi-Furnished,3
510,2,6000,425,2,Carpet Area,Kolkata,Unfurnished,1
511,3,7000,900,1,Super Area,Kolkata,Semi-Furnished,3
512,1,5000,400,4,Carpet Area,Kolkata,Unfurnished,1
513,2,11000,600,0,Super Area,Kolkata,Unfurnished,1
514,2,10000,721,3,Super Area,Kolkata,Furnished,2
515,3,22000,1150,1,Carpet Area,Kolkata,Unfurnished,2
516,3,65000,2210,0,Carpet Area,Kolkata,Unfurnished,3
517,2,7500,675,0,Super Area,Kolkata,Unfurnished,1
519,1,5000,250,0,Carpet Area,Kolkata,Unfurnished,1
520,2,12000,720,0,Super Area,Kolkata,Unfurnished,2
521,5,25000,1880,2,Carpet Area,Kolkata,Unfurnished,2
522,3,18000,850,1,Carpet Area,Kolkata,Semi-Furnished,3
523,2,25000,1050,1,Carpet Area,Kolkata,Unfurnished,2
524,1,25000,320,2,Super Area,Mumbai,Semi-Furnished,1
525,2,70000,750,4,Carpet Area,Mumbai,Furnished,2
526,1,45000,450,7,Carpet Area,Mumbai,Furnished,1
527,3,75000,1100,2,Carpet Area,Mumbai,Unfurnished,3
528,1,14000,640,6,Super Area,Mumbai,Furnished,1
529,1,60000,650,4,Super Area,Mumbai,Unfurnished,1
530,2,160000,800,14,Carpet Area,Mumbai,Unfurnished,2
531,4,300000,1600,43,Carpet Area,Mumbai,Semi-Furnished,5
532,1,22000,460,2,Super Area,Mumbai,Unfurnished,1
533,4,130000,1650,13,Carpet Area,Mumbai,Semi-Furnished,4
534,1,33000,480,2,Carpet Area,Mumbai,Semi-Furnished,2
535,1,32000,500,1,Carpet Area,Mumbai,Furnished,2
536,1,30000,490,2,Carpet Area,Mumbai,Semi-Furnished,2
537,1,49000,620,2,Super Area,Mumbai,Furnished,1
538,2,28000,518,5,Carpet Area,Mumbai,Semi-Furnished,2
539,2,33500,700,4,Carpet Area,Mumbai,Semi-Furnished,2
540,2,85000,777,18,Carpet Area,Mumbai,Semi-Furnished,2
541,2,35000,650,6,Carpet Area,Mumbai,Unfurnished,2
542,3,270000,1800,3,Carpet Area,Mumbai,Semi-Furnished,4
543,5,400000,2308,17,Carpet Area,Mumbai,Furnished,5
544,1,21000,425,11,Carpet Area,Mumbai,Unfurnished,2
545,2,150000,890,7,Carpet Area,Mumbai,Unfurnished,2
546,1,22000,270,14,Super Area,Mumbai,Unfurnished,1
547,2,100000,850,4,Carpet Area,Mumbai,Semi-Furnished,2
548,2,60000,888,9,Carpet Area,Mumbai,Semi-Furnished,2
550,1,20000,275,19,Carpet Area,Mumbai,Unfurnished,1
551,2,20000,700,3,Carpet Area,Mumbai,Semi-Furnished,2
552,1,25000,375,1,Super Area,Mumbai,Unfurnished,1
553,1,14000,424,3,Super Area,Mumbai,Semi-Furnished,1
554,1,19411,400,8,Super Area,Mumbai,Furnished,2
555,1,23000,450,6,Carpet Area,Mumbai,Furnished,1
556,4,190000,2079,4,Carpet Area,Mumbai,Semi-Furnished,5
557,2,32000,586,0,Super Area,Mumbai,Semi-Furnished,1
558,2,68000,610,1,Carpet Area,Mumbai,Furnished,2
560,3,110000,1200,60,Carpet Area,Mumbai,Semi-Furnished,3
561,2,44000,722,34,Carpet Area,Mumbai,Semi-Furnished,2
562,1,20000,450,5,Carpet Area,Mumbai,Unfurnished,1
563,1,25000,500,2,Super Area,Mumbai,Semi-Furnished,2
564,2,40000,680,5,Carpet Area,Mumbai,Furnished,2
565,2,43000,1150,14,Carpet Area,Mumbai,Unfurnished,2
566,2,44000,830,2,Carpet Area,Mumbai,Furnished,2
567,1,75000,550,5,Carpet Area,Mumbai,Furnished,1
568,1,32000,470,6,Carpet Area,Mumbai,Semi-Furnished,2
569,1,16000,410,9,Carpet Area,Mumbai,Semi-Furnished,2
570,2,65000,710,11,Carpet Area,Mumbai,Semi-Furnished,2
571,2,45000,750,12,Carpet Area,Mumbai,Semi-Furnished,2
572,2,57000,800,6,Carpet Area,Mumbai,Unfurnished,2
573,1,27000,435,3,Carpet Area,Mumbai,Unfurnished,2
574,1,57000,500,26,Carpet Area,Mumbai,Semi-Furnished,1
575,2,55000,800,1,Carpet Area,Mumbai,Furnished,2
576,1,40000,540,2,Carpet Area,Mumbai,Semi-Furnished,2
577,2,95000,1050,25,Carpet Area,Mumbai,Unfurnished,2
578,2,85000,700,25,Carpet Area,Mumbai,Semi-Furnished,2
579,4,300000,1600,53,Carpet Area,Mumbai,Semi-Furnished,4
580,2,80000,600,2,Carpet Area,Mumbai,Furnished,1
581,1,13000,300,0,Super Area,Mumbai,Unfurnished,2
582,1,28000,550,3,Carpet Area,Mumbai,Unfurnished,2
583,3,89000,932,14,Carpet Area,Mumbai,Semi-Furnished,3
584,1,28000,450,13,Carpet Area,Mumbai,Unfurnished,2
585,2,13000,600,2,Carpet Area,Mumbai,Unfurnished,2
586,1,24000,424,16,Carpet Area,Mumbai,Unfurnished,2
587,2,38000,560,0,Carpet Area,Mumbai,Furnished,2
588,1,32000,450,10,Carpet Area,Mumbai,Unfurnished,2
589,4,350000,3000,39,Carpet Area,Mumbai,Semi-Furnished,5
590,1,40000,600,3,Carpet Area,Mumbai,Furnished,2
591,3,150000,1400,16,Carpet Area,Mumbai,Furnished,3
592,2,45000,630,10,Carpet Area,Mumbai,Unfurnished,2
593,3,170000,1400,4,Carpet Area,Mumbai,Unfurnished,3
594,1,30000,320,12,Super Area,Mumbai,Furnished,1
595,2,210000,1000,4,Carpet Area,Mumbai,Unfurnished,2
596,3,75000,1150,32,Carpet Area,Mumbai,Unfurnished,3
597,2,47000,751,3,Carpet Area,Mumbai,Semi-Furnished,2
598,2,14000,570,4,Carpet Area,Mumbai,Furnished,2
599,2,55000,696,13,Carpet Area,Mumbai,Semi-Furnished,2
600,4,120000,1600,9,Carpet Area,Mumbai,Unfurnished,4
601,3,300000,2500,47,Carpet Area,Mumbai,Semi-Furnished,3
602,3,70000,1150,7,Carpet Area,Mumbai,Unfurnished,3
603,3,150000,1500,7,Carpet Area,Mumbai,Semi-Furnished,4
604,3,62000,950,6,Carpet Area,Mumbai,Furnished,3
605,2,42000,750,11,Carpet Area,Mumbai,Unfurnished,2
606,2,130000,715,5,Carpet Area,Mumbai,Furnished,2
607,3,170000,1337,28,Carpet Area,Mumbai,Furnished,3
608,3,20000,737,13,Carpet Area,Mumbai,Semi-Furnished,3
609,2,41000,750,6,Carpet Area,Mumbai,Unfurnished,2
610,2,65000,760,4,Carpet Area,Mumbai,Semi-Furnished,2
611,2,50000,750,8,Carpet Area,Mumbai,Semi-Furnished,2
612,2,85000,650,2,Carpet Area,Mumbai,Semi-Furnished,2
613,2,50000,1000,4,Super Area,Mumbai,Semi-Furnished,2
614,1,30000,570,0,Carpet Area,Mumbai,Unfurnished,1
615,2,120000,900,5,Carpet Area,Mumbai,Semi-Furnished,2
616,2,60000,760,3,Carpet Area,Mumbai,Unfurnished,2
617,3,110000,1500,17,Carpet Area,Mumbai,Unfurnished,4
618,3,84500,1150,10,Carpet Area,Mumbai,Unfurnished,3
619,3,80000,1100,8,Carpet Area,Mumbai,Semi-Furnished,3
620,3,50000,1000,9,Carpet Area,Mumbai,Furnished,3
621,2,40000,720,14,Carpet Area,Mumbai,Unfurnished,2
622,1,34000,365,18,Carpet Area,Mumbai,Furnished,1
623,4,220000,2000,9,Carpet Area,Mumbai,Furnished,4
624,1,25000,400,2,Carpet Area,Mumbai,Unfurnished,1
625,3,150000,1330,12,Carpet Area,Mumbai,Semi-Furnished,4
626,3,85000,850,25,Carpet Area,Mumbai,Semi-Furnished,3
627,4,180000,2000,4,Carpet Area,Mumbai,Furnished,5
628,2,40000,700,2,Carpet Area,Mumbai,Semi-Furnished,2
629,2,50000,900,7,Carpet Area,Mumbai,Semi-Furnished,2
630,2,38000,650,10,Carpet Area,Mumbai,Furnished,2
632,2,50000,680,5,Carpet Area,Mumbai,Unfurnished,2
634,4,210000,1783,5,Carpet Area,Mumbai,Semi-Furnished,3
636,1,32000,565,1,Super Area,Mumbai,Unfurnished,2
637,1,26000,450,4,Carpet Area,Mumbai,Unfurnished,1
638,2,60000,710,5,Carpet Area,Mumbai,Semi-Furnished,2
639,3,190000,1514,34,Carpet Area,Mumbai,Semi-Furnished,4
640,3,100000,1080,5,Carpet Area,Mumbai,Unfurnished,3
641,2,35000,700,5,Carpet Area,Mumbai,Unfurnished,2
642,3,68000,890,11,Carpet Area,Mumbai,Unfurnished,2
643,3,150000,1250,5,Carpet Area,Mumbai,Semi-Furnished,3
644,1,18000,300,4,Super Area,Mumbai,Semi-Furnished,1
645,2,55000,720,5,Carpet Area,Mumbai,Unfurnished,2
646,3,65000,825,20,Carpet Area,Mumbai,Furnished,3
647,2,80000,500,1,Carpet Area,Mumbai,Furnished,2
648,2,53000,750,12,Carpet Area,Mumbai,Semi-Furnished,2
649,2,80000,750,15,Carpet Area,Mumbai,Semi-Furnished,2
650,1,18000,360,3,Carpet Area,Mumbai,Furnished,1
651,4,250000,1545,65,Carpet Area,Mumbai,Semi-Furnished,5
652,1,17500,400,4,Carpet Area,Mumbai,Unfurnished,1
653,3,43000,750,6,Carpet Area,Mumbai,Unfurnished,2
654,1,13500,432,5,Carpet Area,Mumbai,Unfurnished,2
655,2,18000,780,17,Carpet Area,Mumbai,Unfurnished,2
656,2,75000,695,4,Carpet Area,Mumbai,Semi-Furnished,1
657,1,18000,375,6,Carpet Area,Mumbai,Unfurnished,1
658,3,160000,1095,40,Carpet Area,Mumbai,Semi-Furnished,3
659,1,32000,475,4,Carpet Area,Mumbai,Semi-Furnished,2
660,2,55000,790,9,Carpet Area,Mumbai,Unfurnished,2
661,2,47000,661,19,Carpet Area,Mumbai,Semi-Furnished,2
662,2,35000,700,5,Carpet Area,Mumbai,Semi-Furnished,2
663,1,15000,420,6,Carpet Area,Mumbai,Semi-Furnished,1
664,2,50000,750,5,Carpet Area,Mumbai,Unfurnished,2
665,2,25500,950,0,Super Area,Mumbai,Semi-Furnished,3
666,5,350000,1880,15,Carpet Area,Mumbai,Furnished,5
667,3,55000,1350,11,Carpet Area,Mumbai,Furnished,3
668,1,25000,330,4,Super Area,Mumbai,Semi-Furnished,1
669,2,50000,750,8,Carpet Area,Mumbai,Unfurnished,2
670,2,65000,925,10,Carpet Area,Mumbai,Furnished,3
671,3,50000,1150,17,Carpet Area,Mumbai,Semi-Furnished,3
672,3,65000,1105,15,Carpet Area,Mumbai,Unfurnished,3
673,3,160000,1050,9,Carpet Area,Mumbai,Furnished,3
674,1,25000,410,4,Carpet Area,Mumbai,Semi-Furnished,1
675,1,32000,460,7,Carpet Area,Mumbai,Unfurnished,2
676,1,21000,600,2,Super Area,Mumbai,Semi-Furnished,1
677,1,20000,570,6,Super Area,Mumbai,Furnished,2
678,2,55000,720,8,Carpet Area,Mumbai,Furnished,2
679,1,32000,500,4,Carpet Area,Mumbai,Semi-Furnished,2
680,4,150000,1460,11,Carpet Area,Mumbai,Semi-Furnished,4
681,1,30000,415,5,Carpet Area,Mumbai,Unfurnished,2
682,3,150000,1400,6,Carpet Area,Mumbai,Semi-Furnished,3
683,1,27000,270,1,Carpet Area,Mumbai,Unfurnished,1
684,2,47000,585,7,Carpet Area,Mumbai,Semi-Furnished,2
685,4,150000,1755,9,Carpet Area,Mumbai,Unfurnished,4
686,1,27000,550,4,Carpet Area,Mumbai,Furnished,2
687,3,160000,1300,37,Carpet Area,Mumbai,Semi-Furnished,4
688,2,100000,1200,6,Super Area,Mumbai,Furnished,2
689,2,45002,600,9,Carpet Area,Mumbai,Semi-Furnished,2
690,2,48000,700,8,Carpet Area,Mumbai,Semi-Furnished,2
691,1,18000,385,11,Carpet Area,Mumbai,Unfurnished,1
692,1,7500,500,2,Carpet Area,Mumbai,Semi-Furnished,1
693,2,50000,850,10,Carpet Area,Mumbai,Semi-Furnished,2
695,1,26000,400,4,Carpet Area,Mumbai,Unfurnished,1
696,2,17000,600,7,Carpet Area,Mumbai,Unfurnished,2
697,2,40000,750,5,Carpet Area,Mumbai,Semi-Furnished,2
698,2,43000,628,4,Carpet Area,Mumbai,Unfurnished,2
699,3,140000,1330,17,Carpet Area,Mumbai,Unfurnished,4
700,3,140000,1064,7,Carpet Area,Mumbai,Unfurnished,3
701,3,120000,1200,14,Carpet Area,Mumbai,Furnished,3
702,4,400000,2200,6,Carpet Area,Mumbai,Furnished,4
703,2,21000,630,8,Carpet Area,Mumbai,Semi-Furnished,2
704,2,40000,650,3,Carpet Area,Mumbai,Unfurnished,2
705,2,40000,845,7,Super Area,Mumbai,Furnished,2
706,3,230000,1915,3,Super Area,Mumbai,Semi-Furnished,3
707,2,20000,900,7,Super Area,Mumbai,Semi-Furnished,2
708,2,60000,807,14,Carpet Area,Mumbai,Unfurnished,2
709,2,35000,1100,0,Super Area,Mumbai,Semi-Furnished,2
710,3,300000,1600,18,Super Area,Mumbai,Semi-Furnished,5
711,2,6500,790,3,Super Area,Mumbai,Unfurnished,2
712,1,15000,380,19,Carpet Area,Mumbai,Unfurnished,1
713,2,38000,650,4,Carpet Area,Mumbai,Unfurnished,2
714,2,35000,800,9,Carpet Area,Mumbai,Semi-Furnished,2
715,2,32000,830,13,Super Area,Mumbai,Semi-Furnished,2
716,1,16000,410,0,Carpet Area,Mumbai,Unfurnished,1
717,1,33000,428,7,Carpet Area,Mumbai,Semi-Furnished,2
718,1,8500,550,3,Super Area,Mumbai,Semi-Furnished,1
719,2,60000,630,11,Carpet Area,Mumbai,Unfurnished,2
720,1,20000,550,5,Super Area,Mumbai,Unfurnished,2
721,1,38000,450,4,Carpet Area,Mumbai,Unfurnished,2
723,2,65000,800,12,Carpet Area,Mumbai,Semi-Furnished,2
724,3,80000,1050,16,Carpet Area,Mumbai,Furnished,3
725,2,85000,850,1,Carpet Area,Mumbai,Furnished,2
726,4,600000,2500,12,Carpet Area,Mumbai,Semi-Furnished,4
727,3,150000,2000,6,Carpet Area,Mumbai,Furnished,3
728,3,130000,1330,11,Carpet Area,Mumbai,Semi-Furnished,4
729,3,55000,950,2,Carpet Area,Mumbai,Unfurnished,3
730,1,23000,435,9,Carpet Area,Mumbai,Semi-Furnished,2
731,3,95000,1300,8,Carpet Area,Mumbai,Semi-Furnished,4
732,2,40000,650,0,Super Area,Mumbai,Unfurnished,2
733,3,180000,1550,22,Carpet Area,Mumbai,Semi-Furnished,3
734,1,25000,380,3,Carpet Area,Mumbai,Semi-Furnished,1
735,4,140000,1454,7,Carpet Area,Mumbai,Unfurnished,4
736,2,55000,860,9,Carpet Area,Mumbai,Semi-Furnished,2
737,2,46000,680,4,Carpet Area,Mumbai,Semi-Furnished,2
738,1,22000,433,2,Carpet Area,Mumbai,Unfurnished,2
739,2,55100,710,10,Carpet Area,Mumbai,Semi-Furnished,2
740,2,65000,700,5,Carpet Area,Mumbai,Furnished,2
741,1,33000,550,0,Carpet Area,Mumbai,Unfurnished,1
742,4,320000,2700,10,Carpet Area,Mumbai,Semi-Furnished,5
743,1,33000,350,0,Super Area,Mumbai,Unfurnished,1
744,1,25000,490,7,Super Area,Mumbai,Semi-Furnished,1
745,3,300000,1225,5,Carpet Area,Mumbai,Furnished,3
746,3,100000,1286,7,Carpet Area,Mumbai,Unfurnished,5
747,1,33000,425,5,Carpet Area,Mumbai,Unfurnished,2
748,2,35000,550,7,Carpet Area,Mumbai,Semi-Furnished,2
749,3,130000,1224,14,Carpet Area,Mumbai,Unfurnished,3
750,3,80000,950,17,Carpet Area,Mumbai,Unfurnished,3
751,1,10000,425,9,Carpet Area,Mumbai,Semi-Furnished,2
752,3,92500,1000,6,Carpet Area,Mumbai,Furnished,3
753,2,57000,710,15,Carpet Area,Mumbai,Semi-Furnished,2
754,3,170000,1300,5,Carpet Area,Mumbai,Semi-Furnished,3
755,1,29999,433,8,Carpet Area,Mumbai,Semi-Furnished,2
756,2,42000,650,8,Carpet Area,Mumbai,Furnished,2
757,3,330000,1650,8,Carpet Area,Mumbai,Furnished,4
758,2,24000,600,1,Super Area,Mumbai,Semi-Furnished,1
759,2,35000,850,3,Super Area,Mumbai,Semi-Furnished,2
760,1,14000,305,6,Carpet Area,Mumbai,Unfurnished,1
761,2,45000,490,2,Carpet Area,Mumbai,Furnished,2
762,2,36000,690,4,Carpet Area,Mumbai,Semi-Furnished,2
763,2,53500,635,17,Carpet Area,Mumbai,Unfurnished,2
764,3,80000,1100,18,Carpet Area,Mumbai,Furnished,2
765,1,7500,250,1,Super Area,Mumbai,Unfurnished,1
766,3,140000,1200,9,Carpet Area,Mumbai,Furnished,3
767,2,95000,750,2,Carpet Area,Mumbai,Unfurnished,2
768,3,130000,1100,3,Carpet Area,Mumbai,Furnished,3
769,2,45000,700,4,Carpet Area,Mumbai,Semi-Furnished,2
770,2,110000,1150,11,Carpet Area,Mumbai,Unfurnished,2
771,3,120000,1379,17,Carpet Area,Mumbai,Unfurnished,3
772,1,60000,500,9,Carpet Area,Mumbai,Furnished,1
773,3,120000,1400,10,Super Area,Mumbai,Unfurnished,3
774,1,40000,390,4,Carpet Area,Mumbai,Unfurnished,1
775,2,50000,935,2,Super Area,Mumbai,Furnished,2
776,2,36000,535,12,Carpet Area,Mumbai,Unfurnished,2
777,3,150000,1250,6,Carpet Area,Mumbai,Semi-Furnished,3
778,4,230000,3700,5,Carpet Area,Mumbai,Furnished,4
779,1,25000,350,10,Carpet Area,Mumbai,Unfurnished,2
780,3,190000,1350,65,Carpet Area,Mumbai,Semi-Furnished,4
781,3,61000,1550,5,Carpet Area,Mumbai,Semi-Furnished,3
782,3,70000,1100,7,Carpet Area,Mumbai,Furnished,3
783,3,42000,950,5,Carpet Area,Mumbai,Unfurnished,3
784,1,27000,400,1,Carpet Area,Mumbai,Unfurnished,1
785,2,60000,700,3,Carpet Area,Mumbai,Furnished,2
786,3,85000,850,3,Super Area,Mumbai,Furnished,2
787,2,75000,900,7,Carpet Area,Mumbai,Furnished,2
788,3,200000,1208,5,Carpet Area,Mumbai,Unfurnished,3
789,3,170000,1150,8,Carpet Area,Mumbai,Semi-Furnished,3
790,3,180000,1600,17,Carpet Area,Mumbai,Semi-Furnished,4
791,2,55000,700,10,Carpet Area,Mumbai,Furnished,2
792,5,600000,3200,10,Carpet Area,Mumbai,Semi-Furnished,5
793,1,18000,330,20,Super Area,Mumbai,Unfurnished,1
794,1,19000,225,18,Super Area,Mumbai,Unfurnished,1
795,3,150000,1050,5,Carpet Area,Mumbai,Furnished,3
796,1,18500,225,4,Carpet Area,Mumbai,Semi-Furnished,1
797,1,35000,463,5,Carpet Area,Mumbai,Furnished,2
798,4,200000,1900,5,Carpet Area,Mumbai,Furnished,3
799,2,150000,1500,15,Super Area,Mumbai,Furnished,4
800,2,70000,1000,15,Carpet Area,Mumbai,Semi-Furnished,2
801,1,35000,450,6,Carpet Area,Mumbai,Semi-Furnished,2
802,2,45000,700,5,Carpet Area,Mumbai,Unfurnished,2
803,1,30000,355,2,Carpet Area,Mumbai,Unfurnished,1
804,3,50000,1325,3,Carpet Area,Mumbai,Furnished,3
805,2,50000,950,4,Super Area,Mumbai,Furnished,2
806,1,42000,600,5,Super Area,Mumbai,Semi-Furnished,1
807,2,19500,905,16,Carpet Area,Mumbai,Semi-Furnished,2
808,3,90000,1500,6,Carpet Area,Mumbai,Furnished,3
809,1,60000,455,18,Carpet Area,Mumbai,Unfurnished,1
810,2,55000,850,3,Carpet Area,Mumbai,Semi-Furnished,2
811,3,40000,1100,21,Super Area,Mumbai,Unfurnished,2
812,1,40000,430,4,Carpet Area,Mumbai,Unfurnished,2
813,2,36000,650,10,Carpet Area,Mumbai,Semi-Furnished,2
814,2,45000,795,7,Carpet Area,Mumbai,Unfurnished,2
815,2,100000,800,9,Carpet Area,Mumbai,Furnished,2
816,1,42000,700,15,Super Area,Mumbai,Furnished,1
817,1,45000,450,5,Carpet Area,Mumbai,Furnished,2
818,2,40000,575,4,Carpet Area,Mumbai,Semi-Furnished,2
819,2,50000,650,0,Carpet Area,Mumbai,Furnished,3
820,1,11000,200,4,Super Area,Mumbai,Furnished,1
821,2,50000,1200,2,Super Area,Mumbai,Semi-Furnished,2
822,1,34000,656,16,Super Area,Mumbai,Unfurnished,2
823,3,93000,1600,18,Carpet Area,Mumbai,Semi-Furnished,3
824,3,69999,950,7,Carpet Area,Mumbai,Unfurnished,3
825,2,48000,719,14,Carpet Area,Mumbai,Semi-Furnished,2
826,3,55000,1100,15,Carpet Area,Mumbai,Unfurnished,3
827,4,1000000,3064,18,Carpet Area,Mumbai,Semi-Furnished,4
828,2,40000,650,15,Carpet Area,Mumbai,Semi-Furnished,2
829,3,130000,1450,9,Carpet Area,Mumbai,Semi-Furnished,5
830,2,75000,720,6,Carpet Area,Mumbai,Semi-Furnished,2
831,2,23000,670,1,Super Area,Mumbai,Semi-Furnished,2
832,3,200000,1350,1,Carpet Area,Mumbai,Furnished,3
833,3,55000,925,16,Carpet Area,Mumbai,Unfurnished,2
834,4,80000,1450,30,Carpet Area,Mumbai,Unfurnished,4
835,3,220000,1550,30,Carpet Area,Mumbai,Furnished,3
836,1,40000,420,5,Carpet Area,Mumbai,Semi-Furnished,2
837,2,35000,650,5,Carpet Area,Mumbai,Unfurnished,2
838,2,33003,700,3,Carpet Area,Mumbai,Furnished,2
839,5,450000,3400,2,Carpet Area,Mumbai,Semi-Furnished,5
840,2,65000,935,2,Super Area,Mumbai,Semi-Furnished,2
841,2,45000,980,0,Carpet Area,Mumbai,Semi-Furnished,2
842,4,280000,2800,2,Carpet Area,Mumbai,Furnished,4
843,2,55000,700,4,Carpet Area,Mumbai,Furnished,3
844,2,56000,720,12,Carpet Area,Mumbai,Semi-Furnished,2
845,2,55000,750,1,Carpet Area,Mumbai,Semi-Furnished,2
846,2,28000,700,4,Carpet Area,Mumbai,Furnished,2
847,2,150000,1000,4,Carpet Area,Mumbai,Semi-Furnished,3
848,5,300000,3000,2,Carpet Area,Mumbai,Furnished,5
849,1,50000,413,5,Carpet Area,Mumbai,Furnished,1
850,4,180000,1755,6,Carpet Area,Mumbai,Semi-Furnished,4
851,3,190000,1850,35,Carpet Area,Mumbai,Semi-Furnished,4
852,2,8000,890,4,Carpet Area,Mumbai,Unfurnished,2
853,3,75000,1200,5,Carpet Area,Mumbai,Semi-Furnished,3
854,3,83000,1100,9,Carpet Area,Mumbai,Furnished,3
855,1,32000,420,1,Carpet Area,Mumbai,Semi-Furnished,2
856,2,39000,630,6,Carpet Area,Mumbai,Unfurnished,2
